CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100)
15034,Male,27,62069,57
27917,Female,58,76580,54
37845,Female,37,151768,15
21660,Female,48,15000,98
1153,Male,54,38586,6
14598,Male,50,41963,38
11010,Male,39,44160,14
8203,Female,35,43272,28
47997,Female,30,139584,31
26086,Male,29,18133,21
7570,Male,38,90453,21
45118,Male,28,52876,6
17707,Female,38,24122,88
41475,Female,29,66954,56
34803,Female,40,81290,58
15736,Male,45,129727,33
16447,Female,24,38278,34
40169,Female,44,77404,51
18587,Female,49,22562,81
17277,Female,33,24011,65
33711,Male,37,30036,60
25627,Female,53,26381,29
9321,Female,39,81647,58
39407,Male,38,63838,44
36471,Male,39,34189,35
49585,Male,43,136364,10
34252,Female,22,33971,23
14964,Female,35,163669,75
17637,Male,24,127583,10
43132,Female,28,35499,64
38484,Male,41,215922,93
14030,Female,40,29983,19
22864,Female,36,43389,36
25839,Female,18,239789,82
35563,Female,25,158301,11
471,Female,43,205262,79
31770,Male,42,22903,92
43483,Female,50,15140,31
3440,Female,36,142143,20
19355,Male,21,33446,12
49461,Female,48,90554,50
11654,Male,33,88463,79
46315,Male,45,81556,55
47933,Female,59,84177,54
37359,Female,44,193883,85
44044,Female,33,35766,95
23256,Female,44,136805,26
2349,Male,32,78840,56
12507,Male,31,110997,71
46434,Male,32,282926,82
28494,Female,33,285997,85
29127,Female,33,59620,40
21199,Male,20,141435,22
30716,Female,32,33498,30
8331,Male,27,23584,89
6420,Female,18,79684,52
13893,Male,30,90353,44
29990,Female,40,37158,18
15124,Female,31,73430,43
27932,Male,28,57942,91
45778,Male,28,37310,5
10366,Male,27,57491,42
31112,Female,28,58491,53
3763,Female,27,72107,54
18269,Male,20,120730,6
12233,Male,33,51451,47
44201,Male,49,61631,52
36216,Female,27,37999,70
16690,Female,37,82605,56
8471,Male,52,36182,91
29108,Male,36,41680,36
31156,Male,22,34541,70
1539,Male,45,36231,16
12191,Male,22,271651,95
46324,Male,18,87026,55
34704,Male,33,70329,53
28955,Female,25,61472,46
28423,Female,31,264773,70
39279,Male,24,62733,50
45078,Male,31,140262,10
9673,Male,43,35574,62
13877,Male,32,52389,48
26628,Female,50,20565,6
17418,Female,27,34603,23
9968,Male,35,83917,49
33674,Male,36,294234,92
46182,Female,36,73371,51
23031,Male,49,181911,32
47310,Female,27,162723,22
16049,Male,25,133847,25
2153,Female,36,58772,40
12899,Male,35,66139,42
28528,Female,24,85672,44
32592,Male,31,188102,86
45865,Female,39,147594,19
2388,Male,31,46430,58
49455,Male,29,53733,82
15530,Female,32,26433,69
37300,Female,34,59303,42
22768,Male,20,122657,25
16857,Male,43,80477,59
17405,Male,18,83377,53
22176,Female,27,17137,78
23152,Male,46,277318,73
500,Male,34,135981,12
6606,Male,43,36247,62
21780,Male,36,24328,26
31469,Female,29,41908,52
5111,Female,29,42809,89
46775,Male,51,73551,41
20615,Male,21,168635,22
37156,Female,24,30099,12
19721,Female,18,53935,54
760,Female,38,80217,42
16918,Male,18,30558,12
23353,Female,44,97106,50
27087,Female,29,120658,92
5639,Female,52,23118,32
30611,Female,39,31438,72
37175,Female,51,65561,54
10899,Male,25,198260,76
14063,Male,32,85931,41
42555,Male,51,21844,72
44380,Female,40,27965,36
38455,Male,31,167302,7
20439,Male,20,81620,54
927,Female,18,127166,32
41189,Female,45,27936,33
14119,Male,53,59634,44
1697,Female,28,279150,97
18657,Male,19,25961,19
13915,Female,61,73374,51
46339,Male,18,128647,80
16085,Male,26,117799,34
32339,Male,50,130193,14
17265,Female,43,98824,17
48835,Female,40,123165,14
23970,Female,23,87371,49
15248,Female,29,67237,55
39025,Male,19,91612,49
18156,Female,47,190491,91
8030,Male,37,86680,46
35866,Male,24,46665,70
45137,Male,41,64051,49
22365,Female,41,171750,25
3782,Female,30,150100,82
7550,Female,43,85515,41
49849,Female,42,77963,47
47829,Male,46,64470,50
13174,Female,28,190429,82
32421,Female,43,136793,76
2675,Female,18,51463,37
9695,Female,19,42037,95
15625,Male,47,103388,34
23832,Female,18,49733,33
48319,Male,45,108813,21
10154,Female,26,83208,41
37464,Female,37,63923,54
30987,Male,53,68534,55
31660,Male,18,35116,26
26435,Female,44,163630,33
7229,Female,48,126761,28
33633,Female,52,48433,17
8346,Female,42,228482,77
13161,Female,35,48076,38
29296,Female,28,73573,55
27448,Male,32,47987,81
35177,Female,42,202289,78
37616,Male,42,220195,89
31412,Male,44,44276,75
15999,Male,34,72442,56
32347,Male,18,48480,26
31941,Male,39,37571,29
35759,Female,24,205050,90
28950,Female,60,76671,59
5351,Male,42,47106,18
9568,Male,36,280906,75
43383,Male,18,79577,41
45359,Male,18,164812,27
3765,Female,37,63055,48
2340,Female,54,78196,48
39963,Male,63,59476,47
30699,Male,37,68421,45
9808,Male,56,62881,43
17890,Female,35,26320,67
34501,Female,50,68939,46
17931,Female,26,54298,54
11301,Female,33,56101,48
41580,Female,18,83471,52
3893,Male,43,39051,90
48108,Male,37,69043,50
32635,Female,20,76492,55
239,Female,27,34127,14
29179,Male,24,22690,89
40972,Male,41,21884,23
49708,Male,59,20202,63
40111,Female,27,66068,42
2365,Male,28,39014,69
37342,Female,41,46081,21
42723,Female,29,57047,42
32484,Female,49,25264,68
41802,Female,45,68657,53
34125,Female,24,130480,6
14314,Male,25,96155,10
31674,Female,22,60422,41
22829,Female,44,299437,85
36961,Female,37,59806,43
10628,Male,45,26401,11
37393,Female,45,137198,97
34475,Female,20,71572,43
40540,Female,25,73218,41
27710,Female,19,30217,70
2518,Male,42,97807,15
34229,Female,61,293290,76
29552,Female,26,66459,58
26537,Male,40,303664,90
46441,Female,38,120416,84
14946,Female,22,74768,49
22952,Male,59,279009,85
42426,Female,58,69714,59
21068,Female,39,172257,31
30728,Female,21,67840,44
27756,Female,32,86747,50
47141,Female,20,48930,95
33321,Female,47,125899,28
25098,Female,34,21285,24
15726,Male,18,64789,56
20985,Male,34,65975,57
23275,Male,41,67921,54
20626,Male,44,42283,71
37561,Female,31,76294,42
24451,Female,26,268989,88
4301,Male,48,132432,94
33354,Male,49,53925,53
36021,Male,39,61148,52
19175,Male,25,91393,42
14053,Female,23,109544,11
44749,Male,40,53020,48
11076,Male,24,158191,26
24809,Male,59,41833,81
41518,Male,35,96901,85
36863,Male,30,81750,56
14575,Male,30,40961,65
32547,Female,36,49210,42
5479,Male,38,82614,53
49943,Female,34,94556,33
7637,Female,42,177028,16
26202,Male,41,25364,69
26570,Female,42,34736,81
24281,Female,27,60273,54
22167,Female,18,80385,54
4244,Female,25,245581,86
37049,Female,42,150127,17
20550,Male,36,143983,10
44935,Female,43,110273,26
37102,Female,22,23947,67
37036,Male,24,92370,19
23597,Male,46,103340,21
43026,Female,44,130595,78
32476,Male,52,58400,53
47188,Male,19,77863,58
48439,Male,19,124505,25
12402,Female,36,54784,58
42085,Female,25,52989,52
27221,Male,30,229191,83
25435,Female,50,129148,24
4926,Male,31,67832,59
33620,Male,37,86330,45
17030,Male,39,92071,22
11213,Male,34,103664,20
49695,Female,38,252197,78
20816,Female,51,21585,16
15158,Female,30,29973,80
19884,Male,69,33274,12
4256,Male,33,159698,92
2374,Male,47,49827,55
20860,Male,35,129256,92
25184,Female,18,115586,77
12570,Male,46,50330,36
40769,Female,43,145785,20
34057,Female,20,286388,91
14440,Female,24,127476,14
22938,Male,42,52636,47
33315,Male,18,159755,10
28640,Female,18,42460,51
48975,Male,26,262375,87
48472,Female,18,22732,65
32254,Female,56,78324,50
10749,Male,19,103658,7
15471,Male,20,228695,91
40361,Male,53,298962,80
47183,Male,39,59778,48
36717,Male,50,73548,42
13431,Female,27,114216,29
23011,Male,29,145808,22
34657,Male,51,186701,87
38972,Female,41,80101,44
31582,Male,35,72828,42
49167,Male,18,96745,47
20200,Male,28,32162,67
31986,Male,35,42804,5
5914,Female,44,35134,82
47075,Female,24,126736,84
707,Male,52,32691,9
11566,Male,29,76796,53
28181,Male,41,25592,67
23057,Female,18,171403,18
49853,Female,37,44959,86
48079,Female,37,270376,79
41056,Male,23,164361,84
16503,Male,54,15000,83
19985,Male,18,23219,98
39653,Female,50,185144,76
10304,Male,28,15040,92
26112,Male,36,286686,71
25741,Male,28,149075,8
20282,Female,28,80140,47
28394,Male,37,25515,90
9707,Male,23,24012,73
48991,Male,32,29279,78
9815,Male,35,95923,18
16147,Female,39,23540,88
17136,Female,52,43034,6
42321,Male,40,53234,46
12198,Male,37,57072,49
19806,Male,21,66538,51
40364,Female,37,82111,52
18331,Female,31,77903,57
16414,Female,33,75358,50
34837,Female,45,76614,59
6175,Female,37,56029,49
13182,Male,50,35393,80
41850,Male,60,32362,10
45697,Female,27,15997,38
16844,Male,30,71716,48
16729,Female,40,146978,30
23309,Male,26,29050,19
26475,Female,30,122783,24
30167,Male,48,93070,28
33190,Female,44,249855,72
25514,Male,53,23429,65
36305,Female,52,62435,55
47735,Male,45,122248,75
48687,Male,38,211209,77
45534,Male,40,70524,48
40486,Female,36,65913,57
29228,Male,18,55943,30
19938,Male,53,82501,43
41365,Male,44,177770,17
30002,Male,25,254143,81
23459,Male,39,103605,76
32256,Female,26,54298,59
3610,Male,18,204067,71
34671,Male,21,24365,94
3957,Female,48,60372,73
1193,Female,18,15000,72
10421,Female,30,170540,32
15421,Female,43,122192,25
45273,Male,52,66607,55
22201,Male,30,35147,62
42241,Female,53,20855,65
45262,Male,31,175337,85
44173,Female,39,176235,22
20114,Male,43,127622,20
1700,Male,49,28561,21
11193,Male,61,36044,6
2385,Female,30,134724,31
10350,Male,34,68388,56
36436,Female,23,80760,49
32272,Female,44,70016,52
40454,Female,33,32524,19
28713,Female,34,88899,41
11975,Female,45,21300,15
44829,Male,55,50230,27
16321,Female,36,140033,17
39729,Female,18,62856,24
48681,Male,18,164964,17
18414,Female,38,61000,44
4714,Female,36,78795,44
16154,Male,22,111202,29
41878,Female,31,76822,58
39631,Female,22,118887,88
16997,Female,37,134278,16
17323,Male,55,265924,79
6860,Female,38,278168,90
2325,Female,38,33421,64
15064,Female,37,119063,79
33427,Male,55,171027,7
45461,Female,32,29953,6
28159,Male,56,53461,52
34634,Male,42,204671,77
4648,Female,18,108002,31
37926,Female,34,56665,44
41990,Female,39,58064,49
9110,Female,22,33422,8
28172,Male,28,75264,42
23375,Female,18,60871,56
12048,Male,41,49033,46
6093,Female,27,200397,86
6382,Male,37,39850,63
38800,Male,21,28304,17
23281,Male,23,51686,55
49114,Male,22,181868,70
26959,Female,27,51824,45
7696,Female,22,46196,14
39917,Male,32,125539,93
37482,Male,32,51965,47
25401,Female,28,45071,49
36002,Male,46,50801,42
15241,Male,18,57146,49
43054,Male,18,59929,56
9055,Female,18,99392,25
3022,Male,44,67832,49
25847,Male,25,57685,40
21254,Male,27,232363,87
23576,Male,37,25360,28
32299,Male,47,58482,56
9799,Female,43,23440,7
12954,Female,24,89428,49
14985,Female,40,87874,45
46632,Male,50,22723,77
46868,Male,31,202219,95
38582,Female,32,146530,26
32067,Male,29,71330,43
27931,Female,57,29238,64
33725,Male,27,155219,85
25490,Male,36,54244,43
16858,Male,34,75566,58
17989,Male,44,87818,44
12424,Female,23,232005,90
20332,Female,47,140145,32
8670,Male,35,58804,44
33113,Male,23,160783,98
36154,Female,35,178946,98
42750,Female,34,83400,43
21992,Male,39,134421,72
5822,Male,56,71647,55
18152,Male,45,284591,82
15560,Male,31,71988,48
42538,Male,58,68438,58
41925,Male,26,67855,46
34959,Female,45,70940,54
49148,Male,53,42285,5
41201,Male,53,36301,6
6369,Male,22,140876,19
18407,Male,29,29359,82
6361,Female,28,163493,71
42382,Male,53,97140,53
15738,Female,34,56830,41
35431,Male,28,73704,40
18798,Female,35,32060,23
27950,Female,35,37822,89
49790,Male,33,265315,79
6013,Female,18,38247,35
49718,Female,25,24041,66
29066,Male,36,170331,93
30579,Female,40,150117,30
24875,Male,35,127209,74
2534,Male,37,174961,23
14113,Female,21,49449,41
30340,Female,33,101255,98
21676,Male,33,67836,40
18610,Male,26,73354,51
39885,Female,32,50323,47
13933,Male,21,135375,23
11912,Male,42,87914,14
8113,Male,42,68531,57
25275,Female,31,164663,29
43741,Male,52,83483,52
24823,Female,36,56990,55
19005,Male,22,129100,12
39755,Female,18,43727,98
21107,Female,62,179745,8
28890,Male,30,19473,72
34832,Female,35,59573,50
2970,Female,18,180449,89
33880,Female,33,77891,42
38403,Female,23,33055,63
623,Female,42,225682,82
26236,Male,36,155833,74
17337,Female,30,93015,46
42808,Female,27,146361,8
19740,Female,29,48367,76
10310,Female,22,48672,94
22274,Male,41,68126,57
26074,Female,37,41979,8
49271,Female,40,34225,20
24033,Male,23,51856,41
47750,Male,36,120350,12
15270,Female,35,42981,87
18822,Male,48,142842,17
15085,Male,39,82066,56
35403,Female,43,24623,65
28431,Female,56,54962,42
8019,Female,34,87273,49
46459,Male,52,48186,62
37244,Male,23,71455,51
17940,Female,41,50521,44
19101,Female,18,60109,48
46993,Male,30,64257,57
42326,Female,56,37270,66
917,Male,40,37516,20
49535,Female,43,55060,51
4320,Female,38,72931,55
44401,Female,26,79005,53
30882,Male,18,47371,71
45134,Male,33,26939,14
49022,Female,26,136127,93
33871,Male,35,23660,9
12547,Female,48,78398,59
23065,Male,45,22057,16
31141,Male,39,105977,22
30016,Male,26,20589,39
18825,Female,18,68903,56
24054,Male,22,63663,59
17046,Female,48,52286,62
47835,Male,25,171239,98
31029,Female,23,251701,90
43699,Male,29,47534,47
44867,Female,26,48297,43
16964,Male,55,66589,57
16131,Female,30,27134,30
931,Female,20,79750,50
49160,Female,48,109742,94
10488,Female,32,52930,50
4953,Female,18,158861,5
5736,Female,27,134860,33
12596,Male,33,54734,56
116,Male,24,86239,48
25949,Female,40,147540,14
21607,Male,39,55864,55
39704,Female,32,23852,32
2759,Male,29,133215,98
44584,Female,26,29486,18
24067,Female,52,31924,76
19992,Male,57,91012,23
17999,Male,33,206759,96
10181,Male,40,81525,51
38246,Female,21,70238,47
30268,Female,42,40345,63
6645,Male,54,87406,40
6644,Male,26,72388,45
10268,Male,38,56835,44
45006,Male,32,56252,53
13108,Female,40,266174,70
64,Female,27,63066,44
43889,Female,22,148035,19
8058,Female,30,61364,57
47337,Female,23,28755,73
42237,Male,21,286456,71
45861,Male,42,53030,55
39240,Male,23,109333,16
20372,Female,18,68771,40
14404,Female,18,46551,84
32558,Male,53,128005,6
26125,Male,52,82419,45
32041,Female,34,73903,50
25038,Female,44,37773,75
42402,Female,44,113352,34
45531,Male,35,67777,58
23453,Female,18,112965,18
40750,Female,57,76719,49
2478,Male,22,157664,30
49424,Male,38,42658,10
38764,Female,50,68458,47
35706,Female,48,141536,33
20620,Male,18,80924,55
20611,Male,49,28129,19
43919,Female,36,53999,48
13735,Male,30,75861,43
20729,Female,53,53075,55
41822,Female,28,140294,34
16186,Female,22,162939,13
20515,Male,38,111184,11
25911,Male,44,288611,98
30914,Male,24,30975,73
21351,Female,55,73373,44
18480,Male,52,149850,6
17065,Female,18,73197,42
29201,Female,38,48311,89
17409,Male,42,22085,98
42816,Female,34,46173,67
18436,Male,29,118778,8
17591,Male,31,58141,57
35258,Male,43,92503,9
33468,Male,29,259306,76
17153,Female,24,48890,69
49449,Female,38,175653,8
1807,Male,46,19891,9
47838,Male,34,266487,95
30152,Female,50,62656,48
7789,Male,44,119104,26
27323,Female,31,53979,18
4319,Male,32,38884,28
7415,Male,33,30656,8
3375,Male,37,74754,51
26398,Female,31,94984,54
11946,Female,27,52533,30
37905,Female,33,183452,9
9065,Female,18,38155,12
42804,Male,54,23372,88
36067,Female,32,73724,40
12991,Female,47,253515,92
28916,Male,50,25865,88
1311,Female,31,148184,34
2708,Male,18,176586,72
25330,Male,25,49021,38
1871,Female,18,65823,58
8342,Female,30,153715,75
22158,Female,18,50663,59
10827,Male,18,118070,6
233,Male,47,84672,57
37150,Male,41,69749,46
38727,Male,36,289349,79
40150,Female,45,134221,28
29629,Male,40,50814,56
45160,Female,27,141199,14
18776,Female,28,76693,51
31521,Male,18,80027,53
36892,Female,30,182032,75
2996,Female,28,65122,47
47699,Female,40,72075,58
36503,Male,31,112492,25
33567,Female,39,98732,21
35259,Female,40,42787,77
48153,Female,52,15000,27
47733,Female,59,36343,75
41128,Female,33,67877,47
31113,Female,30,87014,57
38924,Male,52,68715,59
17612,Male,41,38344,70
27731,Female,18,243762,81
41508,Female,57,70774,55
3255,Male,33,39212,36
4325,Male,30,84182,43
14086,Female,49,120246,24
17401,Male,26,60965,54
17345,Male,40,234221,91
19998,Female,46,219160,83
29088,Female,41,80069,50
10161,Male,33,26218,33
29144,Male,49,60567,43
14163,Male,44,42822,58
489,Female,18,172899,9
6679,Male,38,79769,46
20820,Female,37,26474,95
19483,Male,27,60777,41
45988,Male,51,79414,49
15759,Male,48,151437,25
955,Female,38,81321,57
40313,Female,32,115407,16
48300,Male,48,80729,43
1888,Male,33,80981,55
9396,Female,33,40499,28
29406,Female,20,122826,24
6318,Female,41,30716,80
35572,Male,47,63572,59
42988,Male,44,262094,77
16784,Male,18,41668,60
35442,Male,40,91386,24
31496,Female,48,40036,37
42559,Female,50,54369,40
46273,Female,35,48007,28
3311,Female,32,48589,94
30007,Male,46,19530,64
37258,Male,38,39863,12
5846,Female,33,232621,97
6358,Female,54,83914,54
2775,Male,30,22981,87
5206,Female,46,41308,29
30507,Female,39,69186,46
49412,Female,40,79899,46
5603,Female,32,29139,71
537,Male,28,76224,47
42874,Female,34,31279,38
41844,Male,37,164848,17
25083,Female,55,51445,55
44523,Female,41,74133,42
33562,Female,21,74061,46
19562,Female,23,168641,33
11786,Male,38,58207,93
19836,Male,18,167793,24
16149,Female,18,15000,69
16471,Male,38,33909,63
49323,Male,39,61936,50
42566,Male,31,73480,44
4406,Female,52,241662,92
35488,Female,18,32767,92
22995,Female,36,33825,8
18235,Female,34,33948,68
17921,Male,35,64792,54
48919,Male,35,66737,54
13211,Male,18,63550,48
4005,Male,19,84023,55
46073,Male,35,31677,11
48825,Female,20,93104,27
15652,Male,44,78149,41
42216,Female,35,55843,57
7386,Female,34,46358,16
13343,Male,46,23329,89
20405,Male,36,59875,45
46954,Female,31,106196,9
9858,Male,47,94523,30
25437,Female,39,49900,45
3342,Male,39,300050,82
14051,Female,18,163352,86
9557,Female,37,35714,80
15918,Female,25,76993,59
2217,Male,40,34689,7
10404,Female,34,136012,88
38627,Female,47,41768,17
15238,Female,41,47161,71
10611,Female,60,37437,33
42001,Male,23,298956,82
48839,Female,36,293993,90
2281,Male,45,40483,68
32135,Male,31,59484,57
30724,Male,39,132555,72
28649,Female,18,191363,77
8492,Female,48,70368,52
9078,Female,32,76702,46
17518,Male,50,104512,24
16568,Male,36,45490,12
37074,Female,19,123900,18
35351,Male,31,22570,93
38830,Male,35,146163,30
9919,Female,59,173003,19
19195,Male,37,37329,23
5427,Male,38,77186,52
31865,Male,34,54552,49
38521,Male,43,72220,44
38023,Male,28,78027,49
5418,Male,42,235642,96
3253,Female,43,30501,21
34370,Male,18,19594,76
45908,Female,31,42774,82
26818,Female,42,69804,54
46048,Male,31,128856,20
36466,Male,47,15150,15
34535,Female,22,151273,74
7934,Female,26,75134,40
29511,Male,46,63147,54
28299,Female,19,31355,9
13160,Female,36,36899,93
7328,Male,47,73860,41
16344,Male,27,160494,32
28499,Female,36,121054,5
20261,Female,45,32784,24
45221,Male,44,110659,23
29741,Male,38,39072,87
39638,Male,43,151849,75
41484,Female,29,46668,30
42195,Female,34,76796,55
16139,Male,46,15000,34
45059,Male,46,88643,52
48956,Male,28,81887,45
22572,Male,18,90531,5
38834,Male,25,47176,93
10329,Female,47,56930,50
38399,Male,22,124043,5
47134,Female,33,93932,49
15535,Female,47,160511,11
4102,Male,24,162553,29
49275,Male,51,65450,57
37252,Female,46,59179,43
23533,Female,50,109503,14
38340,Female,32,114121,6
32942,Female,40,25965,8
3928,Female,50,192004,95
33299,Male,45,27869,62
9470,Female,31,44937,70
5331,Male,44,88077,58
46366,Female,38,36660,8
6737,Male,27,38455,14
44955,Male,46,188009,81
3235,Male,44,30918,27
44953,Male,36,81672,55
24416,Female,42,220406,81
14737,Female,65,164220,84
44981,Male,23,58989,50
6307,Male,18,140167,19
34749,Male,47,114934,5
39649,Male,40,30663,14
40180,Female,26,72264,43
21946,Female,19,60331,55
46225,Female,56,78014,52
30961,Male,18,30891,63
19838,Female,27,45930,44
28496,Male,36,124134,20
38991,Male,45,51191,40
5261,Female,47,72880,42
40934,Female,38,55089,43
2081,Female,25,92336,45
28141,Male,37,143047,74
45302,Female,32,138068,81
12615,Male,56,27647,25
36880,Male,21,85191,14
39399,Male,37,40431,21
12924,Male,35,72008,41
22068,Male,20,114707,72
41101,Male,21,22945,63
49339,Male,18,54889,48
7123,Female,28,39448,58
26101,Male,41,55759,59
35418,Female,29,36375,81
1979,Female,41,295059,72
2180,Male,30,22359,33
2350,Male,44,252404,92
29461,Female,27,78866,51
39681,Female,44,43191,87
3498,Female,70,38907,97
12299,Female,31,57522,42
17168,Female,30,133319,5
10680,Female,44,33486,35
35748,Male,32,40183,24
31246,Female,45,93367,40
5398,Male,46,24955,27
12652,Female,21,73188,53
42151,Male,38,31904,67
9510,Male,47,38511,62
13951,Female,23,125035,14
41022,Female,27,60679,52
32302,Male,40,55800,54
11225,Male,25,84412,43
27791,Female,49,66548,47
37320,Female,35,161490,86
14075,Male,36,73419,40
27557,Female,27,99326,92
31758,Female,29,113274,13
20882,Male,27,26340,37
31655,Male,20,112992,19
10283,Male,18,121813,12
23541,Female,47,19145,75
1357,Male,21,209509,89
44642,Male,45,72801,53
43146,Male,30,273345,98
18318,Male,27,63229,48
25877,Male,49,33680,36
23784,Female,51,63299,57
32638,Female,46,166424,76
1302,Male,43,38420,88
35364,Female,27,147892,82
25851,Male,28,252401,78
38509,Male,41,71809,40
20861,Male,25,25885,22
45480,Female,52,54772,58
15913,Male,21,59897,42
30816,Female,28,185956,33
35826,Male,24,278680,95
15142,Male,27,25941,35
34659,Male,22,31383,65
33123,Female,52,23453,29
19037,Female,30,77399,59
42203,Female,44,38754,38
38358,Male,31,120560,21
34898,Female,42,34610,36
23324,Male,42,60540,40
3117,Female,30,79950,45
5743,Female,33,173330,81
17530,Female,36,67304,48
3398,Female,23,72138,44
17639,Female,37,70111,54
8569,Female,18,56960,40
4702,Female,24,55217,44
37160,Male,58,53352,42
520,Male,35,33298,15
39607,Female,23,71837,47
42965,Female,36,77071,50
16613,Male,19,64197,57
13200,Male,33,58814,41
44814,Female,25,81604,48
7246,Female,39,76889,57
34782,Female,30,43026,15
21803,Female,42,78662,54
41808,Female,39,234757,79
27904,Female,25,38058,14
23570,Female,45,51056,54
42301,Female,40,55935,50
38416,Female,36,42704,97
38151,Male,28,27550,84
39781,Female,31,70326,46
24968,Male,51,77893,59
46984,Male,31,171951,75
26189,Female,50,102761,20
20930,Female,36,90714,84
5542,Male,38,152848,16
45079,Female,31,23227,89
44146,Male,42,68433,44
8171,Female,38,93814,51
5099,Male,46,49706,53
49471,Male,23,91611,56
45653,Female,40,55601,54
29957,Male,45,67544,55
4340,Female,28,58074,45
29336,Male,18,73463,48
17650,Male,27,15000,91
48266,Female,39,63878,41
11002,Female,29,153784,26
43478,Male,31,37170,17
1290,Female,49,76247,49
27506,Male,48,67426,55
49682,Female,23,16385,83
42758,Male,33,289071,97
22401,Male,31,32895,76
11103,Male,41,42909,60
8166,Male,40,44802,79
31410,Male,27,40195,33
27591,Male,39,257709,91
19178,Male,23,40117,89
8546,Male,42,60041,42
9046,Male,39,116488,73
35,Male,45,234882,88
7270,Male,23,62271,54
11530,Male,34,257032,93
31534,Male,32,15000,88
49293,Male,32,21296,87
20988,Female,26,144594,7
25956,Male,63,84218,55
30349,Female,65,277852,73
2603,Male,33,258631,75
38488,Male,33,90018,43
41399,Female,35,75554,59
29776,Male,27,67473,55
43354,Female,48,33133,75
41346,Male,46,75828,54
25566,Female,23,75053,48
26758,Female,27,37433,9
14889,Male,52,173838,31
27777,Male,31,36589,78
22652,Female,18,44914,57
36100,Female,66,146777,10
36625,Female,57,172390,10
28861,Male,30,152480,78
28397,Male,29,206723,87
5336,Male,35,22595,9
13825,Female,34,81048,49
27723,Female,25,100274,90
1216,Female,35,68919,54
27679,Female,32,116848,9
9379,Female,37,112623,88
21816,Female,41,81719,52
30130,Male,47,24010,66
49730,Male,50,295373,94
25465,Male,33,159389,17
14926,Female,23,41046,6
25128,Female,24,77485,57
10483,Female,35,104865,84
38206,Female,36,76787,55
47794,Male,36,82599,55
40057,Female,32,32261,85
30698,Female,30,69942,43
46465,Female,34,49319,38
12718,Female,41,66818,56
16248,Male,18,71365,51
6939,Male,26,70467,47
17996,Male,38,69294,52
25332,Male,36,58898,40
45802,Female,43,27130,67
7096,Female,44,50342,11
47235,Female,25,82570,48
31956,Male,34,89570,45
35278,Male,34,43743,13
34899,Female,54,36280,62
49442,Female,24,68798,43
44737,Female,45,114209,76
45803,Female,31,37596,37
13588,Female,44,76232,47
8378,Male,20,78922,57
23934,Male,31,71555,51
19551,Female,50,98106,46
7474,Female,42,167888,97
43091,Female,33,212059,79
34415,Female,34,47532,54
24914,Female,36,256197,77
27460,Female,18,59822,45
25329,Female,34,90749,58
10013,Male,37,150539,72
12481,Female,18,135827,21
4385,Female,32,52668,56
29041,Male,50,61879,41
12933,Male,41,89364,40
24831,Female,27,92856,19
39154,Male,49,79168,54
25601,Female,24,53990,55
18165,Male,22,47643,45
49769,Male,51,162794,29
25298,Male,35,52582,48
43428,Male,21,33944,86
10560,Female,40,283402,71
40450,Male,30,80604,56
3093,Female,53,61554,58
24562,Male,40,53078,77
18603,Female,31,80211,59
49598,Male,51,49760,38
2717,Male,46,61232,51
42347,Male,29,270696,97
27478,Male,40,56808,65
33040,Female,22,239169,83
20187,Female,49,149609,98
30653,Female,27,56727,43
31161,Male,18,61746,56
7422,Male,59,97768,76
18801,Male,47,66995,56
36613,Male,18,40429,17
2307,Male,32,29396,19
5794,Female,48,85485,53
42577,Female,27,53970,58
29468,Female,41,35820,67
21984,Male,18,37942,78
36615,Male,35,109690,26
40302,Male,26,70908,50
3121,Male,26,126560,17
45568,Female,18,88335,47
18711,Male,46,62191,56
17149,Female,18,28741,19
4610,Female,35,276319,94
3528,Male,18,29074,22
48515,Male,41,73011,45
28447,Female,46,57828,40
31927,Male,42,60108,43
21360,Male,18,121792,24
1419,Female,38,121081,8
37382,Female,21,26423,32
49590,Male,43,164993,30
25078,Male,37,18732,7
19364,Male,18,22652,89
30468,Male,32,47924,57
37182,Female,42,146713,25
21257,Male,36,149888,23
38522,Female,41,161710,75
31213,Male,18,86621,44
46682,Female,38,113144,24
2777,Female,28,80681,40
13740,Female,21,45320,76
43055,Female,63,33634,7
14207,Male,35,261884,80
30025,Female,28,107745,97
25558,Female,26,53299,43
48924,Female,39,78353,55
39854,Male,44,69036,49
33462,Male,19,23198,98
42125,Female,50,38161,29
44363,Female,37,275536,76
19897,Male,30,50031,51
48642,Male,38,150805,86
19733,Male,21,21937,5
1959,Female,25,124138,95
10119,Male,18,163089,11
20995,Female,57,24844,95
14995,Female,37,44507,45
13783,Female,39,233752,96
48781,Female,18,17508,86
19781,Female,29,21823,84
23754,Female,29,153114,5
17697,Female,26,45198,17
44114,Male,34,86946,44
21501,Male,50,85766,51
19066,Female,34,24588,5
1045,Male,45,24468,92
11288,Female,34,53197,50
22760,Male,52,62249,49
48758,Female,37,86006,47
41928,Female,42,142753,11
16004,Female,41,299658,94
21571,Male,18,198352,75
11655,Female,40,30789,71
32374,Male,36,91787,96
40590,Female,44,53537,55
6282,Female,37,21469,18
39586,Male,40,161781,14
39184,Female,44,73929,56
4269,Female,38,23525,95
29759,Male,18,280861,73
9833,Male,18,55788,49
26250,Male,45,261072,92
